"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Broad Bean
Origin"
Soma,"Dancing in Your Head, 5 bean blend",70%,Canada,4.0,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,70%,Canada,3.5,Guatemala
Soma,Carenero Superior,70%,Canada,3.75,Venezuela
Soma,Eastern Promises,70%,Canada,3.5,"Mad., Java, PNG"
Soma,Papua New Guinea,85%,Canada,3.5,Papua New Guinea
Soma,"Grenada, Black Science",70%,Canada,2.75,Grenada
Soma,"Alto Beni, Wild Bolivian",70%,Canada,3.5,Bolivia
Soma,Peruvian,64%,Canada,4.0,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70%,Canada,4.0,"Ven, Bolivia, D.R."
Soma,"Elvesia P., Black Science",70%,Canada,3.75,Dominican Republic
Soma,Chuao,70%,Canada,3.5,Venezuela
Soma,Black Science Blend 1,70%,Canada,3.75,"DR, Ecuador, Peru"
Soma,Hispaniola,70%,Canada,3.0,Dominican Republic
Soma,Africa,70%,Canada,3.5,Ghana
Soma,Conacado,70%,Canada,3.0,Dominican Republic
Soma,Papua New Guinea,70%,Canada,3.5,Papua New Guinea
Soma,Madagascar,70%,Canada,3.75,Madagascar
Soma,Ocumare,70%,Canada,3.75,Venezuela
Somerville,Nicaragua,70%,U.S.A.,3.25,Nicaragua
Somerville,"Hawaiian, Big Island",70%,U.S.A.,3.5,Hawaii
Soul,Dominican Republic,70%,Canada,3.25,Dominican Republic
Soul,Madagascar,70%,Canada,3.5,Madagascar
Soul,Venezuela,75%,Canada,3.5,Venezuela
Soul,Ecuador,75%,Canada,3.25,Ecuador
Soul,Papua New Guinea,77%,Canada,3.25,Papua New Guinea
Soul,Tanzania,80%,Canada,3.5,Tanzania
Spagnvola,AgroCriso Plantation,70%,U.S.A.,3.0,Dominican Republic
Spagnvola,AgroCriso Plantation,80%,U.S.A.,3.0,Dominican Republic
Spagnvola,AgroCriso Plantation,75%,U.S.A.,3.25,Dominican Republic
Spencer,Dominican Republic,70%,U.S.A.,3.75,Dominican Republic
Spencer,Ecuador,70%,U.S.A.,3.5,Ecuador
Spencer,Peru,70%,U.S.A.,2.75,Peru
Spencer,"Dominican Republic, lot D82R",70%,Australia,3.5,Domincan Republic
Spencer,"Ecuador, lot E432314L",70%,Australia,3.75,Ecuador
Spencer,"Madagascar, lot M0403R",70%,Australia,3.75,Madagascar
Spencer,Malekula Island,72%,Australia,2.75,Vanuatu
Sprungli (Felchlin),Alto Beni,70%,Switzerland,3.0,Bolivia
SRSLY,Dominican Republic,70%,U.S.A.,3.0,Dominican Republic
SRSLY,Dominican Republic,84%,U.S.A.,2.25,Dominican Republic
Starchild,"Bolivar, Arriba",70%,U.S.A.,3.0,Ecuador
Starchild,Hispaniola,70%,U.S.A.,3.0,Domincan Republic
Starchild,Cacao Verapaz,70%,U.S.A.,3.0,Guatemala
Starchild,Rio Tuma,70%,U.S.A.,3.0,Nicaragua
Starchild,Sambirano Valley,70%,U.S.A.,3.0,Madagascar
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",68%,Switzerland,2.75,Brazil
Stella (aka Bernrain),India,72%,Switzerland,3.25,India
Stone Grindz,"Ecuador, Midnight Dark",84%,U.S.A.,3.5,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",70%,U.S.A.,3.5,Ecuador
StRita Supreme,"Samar, East Visayas region",65%,U.S.A.,2.5,Philippines
StRita Supreme,"Samar, East Visayas region",70%,U.S.A.,2.5,Philippines
StRita Supreme,"Samar, East Visayas region",75%,U.S.A.,2.75,Philippines
Sublime Origins,Sambirano,67%,U.S.A.,2.75,Madagascar
Sublime Origins,Moho Valley,78%,U.S.A.,3.25,Belize
Summerbird,Peru,61%,Denmark,2.5,Peru
Summerbird,Peru,71%,Denmark,3.0,Peru
Suruca Chocolate,Venezuela,70%,Venezuela,2.75,Venezuela
Suruca Chocolate,Venezuela,60%,Venezuela,3.0,Venezuela
Svenska Kakaobolaget,Sri Lanka,70%,Sweden,2.75,Sri Lanka
Szanto Tibor,Nacional,70%,Hungary,3.25,Ecuador
Szanto Tibor,Baracoa,88%,Hungary,3.25,Cuba
Szanto Tibor,Ambolikapiky,70%,Hungary,3.25,Madagascar
Szanto Tibor,"Winak, Sumaco",70%,Hungary,3.75,Ecuador
Szanto Tibor,"Ben Tre, Mekong Delta",70%,Hungary,3.25,Vietnam
Szanto Tibor,"Fazenda Sempre Firme, Bahia",70%,Hungary,3.5,Brazil
Szanto Tibor,Porcelana,70%,Hungary,3.5,Venezuela
Szanto Tibor,Baracoa,70%,Hungary,3.75,Cuba
Szanto Tibor,"Autumn, Primary Harvest, 2012",70%,Hungary,3.5,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",70%,Hungary,3.5,Madagascar
Szanto Tibor,Cacao Blanco,70%,Hungary,3.25,Nicaragua
Szanto Tibor,Santo Domingo,70%,Hungary,3.25,Dominican Republic
Szanto Tibor,Millot Plantation,70%,Hungary,3.25,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",70%,Hungary,3.75,Peru
Szanto Tibor,Crudo,70%,Hungary,3.0,Venezuela
Tabal,Costa Rica,70%,U.S.A.,2.75,Costa Rica
Tabal,Dominican Republic,70%,U.S.A.,2.75,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",70%,U.S.A.,2.5,Mexico
Tabal,Peru,70%,U.S.A.,3.0,Peru
Tablette (aka Vanillabeans),Colombia,70%,Japan,3.0,Colombia
Tablette (aka Vanillabeans),Papua,62%,Japan,3.25,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,60%,Japan,3.25,Vietnam
Tablette (aka Vanillabeans),Trinidad,77%,Japan,2.75,Trinidad
Tan Ban Skrati,"Paramaribo, batch 20160043-01",70%,Suriname,3.25,Suriname
Taza,Belize,68%,U.S.A.,3.0,Belize
Taza,Alto Beni,87%,U.S.A.,3.25,Bolivia
Taza,Chiapan,75%,U.S.A.,2.75,Mexico
Taza,"Dark, Stone Ground",70%,U.S.A.,3.0,Dominican Republic
TCHO,West Africa,62%,U.S.A.,2.0,West Africa
TCHO,Peru- Ecuador,99%,U.S.A.,3.25,"Peru, Ecuador"
TCHO,TCHOPro 60.5,60%,U.S.A.,2.75, 
TCHO,TCHOPro 68,68%,U.S.A.,3.0, 
TCHO,Chocolatey-beta,70%,U.S.A.,2.5,Ghana
TCHO,Fruity-beta,70%,U.S.A.,2.5,Peru
TCHO,Citrus-beta,70%,U.S.A.,2.75,Madagascar
TCHO,Nutty-beta,70%,U.S.A.,2.5,Peru
Tejas,Concepcion,70%,U.S.A.,2.75,Madagascar
Tejas,Bayou Blend,70%,U.S.A.,3.0,"Ecuador, Mad., PNG"
Tejas,Aranama,70%,U.S.A.,3.0,Papua New Guinea
Tejas,Presidio,70%,U.S.A.,3.5,Dominican Republic
Tejas,"La Bahia, w/ cane juice",70%,U.S.A.,3.25,Ecuador
Tejas,Capistrano,70%,U.S.A.,2.0,Peru
Tejas,"La Bahia, w/ cane sugar",70%,U.S.A.,3.25,Ecuador
Tejas,San Jose,70%,U.S.A.,2.75,Bolivia
Tejas,Capistrano*,70%,U.S.A.,3.0,Madagascar
Tejas,Espada,70%,U.S.A.,3.25,Mexico
Tejas,Espada,70%,U.S.A.,2.75,Brazil
Tejas,Concepcion*,80%,U.S.A.,3.0,Venezuela
Tejas,San Jose,67%,U.S.A.,3.25,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",70%,U.S.A.,3.5,Brazil
Terroir,Peru,70%,U.S.A.,2.75,Peru
Terroir,Belize,70%,U.S.A.,3.75,Belize
Terroir,Madagascar,70%,U.S.A.,3.75,Madagascar
Terroir,Ecuador,70%,U.S.A.,3.25,Ecuador
Terroir,Oko Caribe,70%,U.S.A.,3.5,Domincan Republic
Terroir,Guatemala,70%,U.S.A.,3.75,Guatemala
Terroir,Ecuador,77%,U.S.A.,3.25,Ecuador
Terroir,Madagascar,67%,U.S.A.,3.75,Madagascar
Terroir,Uganda,73%,U.S.A.,3.75,Uganda
The Barn,Peru,70%,Sweden,3.0,Peru
Theo,Congo w/ nibs,65%,U.S.A.,3.25,Congo
Theo,Madagascar,65%,U.S.A.,3.5,Madagascar
Theo,Ivory Coast,75%,U.S.A.,2.5,Ivory Coast
Theo,"Ghana, Kumasi",84%,U.S.A.,3.0,Ghana
Theo,"Venezuela; Barinos, Merida, Tachron",91%,U.S.A.,2.0,Venezuela
Theo,"Ghana, Panama, Ecuador",75%,U.S.A.,3.0,"Ghana, Panama, Ecuador"
Theobroma,"Piura Select, Cacao Blanc",70%,Japan,3.25,Peru
Timo A. Meyer,"Belize, med roast",72%,Germany,3.75,Belize
To'ak (Ecuatoriana),Manabi,81%,Ecuador,3.25,Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",70%,France,4.0,Tobago
Tocoti,"Wild Bolivian, Jungle Love",77%,U.S.A.,3.0,Bolivia
Tocoti,Venezuela,72%,U.S.A.,2.75,Venezuela
Tocoti,Dominican Republic,74%,U.S.A.,3.0,Dominican Republic
Treehouse,Conacado,72%,U.S.A.,3.0,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",72%,Madagascar,3.5,Madagascar
twenty-four blackbirds,Oko Caribe,75%,U.S.A.,2.75,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",75%,U.S.A.,3.5,Ecuador
twenty-four blackbirds,Madagascar,75%,U.S.A.,3.5,Madagascar
twenty-four blackbirds,Dominican Republic,68%,U.S.A.,3.25,Dominican Republic
twenty-four blackbirds,Palos Blancos,75%,U.S.A.,2.5,Bolivia
twenty-four blackbirds,Dominican Republic,73%,U.S.A.,2.75,Dominican Republic
Two Ravens,Peru,60%,U.S.A.,3.0,Peru
Un Dimanche A Paris,Dominican Republic,63%,France,3.75,Dominican Republic
Undone,Matagalpa,74%,U.S.A.,2.75,Nicaragua
Undone,Nourish,70%,U.S.A.,3.0,Dominican Republic
Upchurch,"Madagascar, Sassy Bar",72%,U.S.A.,3.0,Madagascar
Upchurch,"Tanzania, Party Bar",72%,U.S.A.,3.25,Tanzania
Urzi,"Sur del Lago, Merida",65%,Italy,3.25,Venezuela
Valrhona,"Piura, Illanka, Quemazon",63%,France,4.0,Peru
Valrhona,"Andoa, Grand Cru blend",70%,France,3.5, 
Valrhona,"Loma Sotavento, 2013",64%,France,3.5,Dominican Republic
Valrhona,"Otucan, Grand Cru",69%,France,4.0,Venezuela
Valrhona,Caraque,56%,France,3.25, 
Valrhona,"Porcelana, Pedegral",64%,France,4.0,Venezuela
Valrhona,Tainori,64%,France,3.75,Dominican Republic
Valrhona,Alpaco,66%,France,3.75,Ecuador
Valrhona,Nyangbo,68%,France,3.5,Ghana
Valrhona,Araguani,72%,France,3.0,"Venezuela, Carribean"
Valrhona,Chuao 2002 P.,65%,France,3.75,Venezuela
Valrhona,Manjari,64%,France,4.0,Madagascar
Valrhona,Le Noir Extra Amer,85%,France,1.5, 
Valrhona,Abinao,85%,France,2.5,West Africa
Valrhona,Le Noir Amer,71%,France,2.75,West Africa
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",64%,France,3.25,Venezuela
Valrhona,Caraibe,66%,France,3.0,Carribean
Valrhona,Guanaja,70%,France,4.0,South America
Valrhona,Gran Couva 2005 P.,64%,France,2.5,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",64%,France,3.0,Venezuela
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",64%,France,3.5,Madagascar
Vanleer (Barry Callebaut),Manhattan,72%,U.S.A.,2.5,Ghana
Vanleer (Barry Callebaut),Napa,65%,U.S.A.,2.75,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,72%,Madagascar,2.75,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,76%,Madagascar,2.75,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,80%,Madagascar,2.75,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,70%,Madagascar,3.0,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,68%,Madagascar,3.0,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,64%,Madagascar,3.25,Madagascar
Vicuna,Palos Blancos,70%,U.S.A.,3.25,Bolivia
Vicuna,Palos Blancos + nibs,70%,U.S.A.,3.25,Bolivia
Videri,Dominican Republic,90%,U.S.A.,3.25,Dominican Republic
Videri,Trinidad,75%,U.S.A.,3.5,Trinidad
Videri,Mindo,75%,U.S.A.,3.5,Ecuador
Videri,Dark,90%,U.S.A.,3.75,Central and S. America
Videri,Classic,70%,U.S.A.,3.25,Central and S. America
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",70%,France,3.5,Vietnam
Vintage Plantations,San Martin,75%,U.S.A.,3.0,Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",100%,U.S.A.,2.0,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",90%,U.S.A.,2.0,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",75%,U.S.A.,3.0,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",65%,U.S.A.,3.0,Ecuador
Violet Sky,Sambirano Valley,77%,U.S.A.,2.75,Madagascar
Violet Sky,Moho River Valley,77%,U.S.A.,3.0,Belize
Violet Sky,Cuyagua,77%,U.S.A.,3.0,Venezuela
Violet Sky,Peru,77%,U.S.A.,3.25,Peru
Violet Sky,Cahabon,77%,U.S.A.,2.75,Guatemala
Vivra,Peru,70%,U.S.A.,2.5,Peru
Vivra,Ocumare,70%,U.S.A.,2.5,Venezuela
Vivra,Dominican Republic,70%,U.S.A.,3.0,Domincan Republic
Wellington Chocolate Factory,Conacado,70%,New Zealand,3.5,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",70%,New Zealand,3.5,Peru
Whittakers,Ghana,72%,New Zealand,2.5,Ghana
Wilkie's Organic,Amazonas,75%,Ireland,2.5,Peru
Wilkie's Organic,Amazonas,89%,Ireland,2.75,Peru
Wilkie's Organic,Tumbes,75%,Ireland,3.25,Peru
Wilkie's Organic,Amazonas w/ nibs,75%,Ireland,2.75,Peru
Willie's Cacao,Los Llanos,70%,U.K.,4.0,Colombia
Willie's Cacao,Los Llanos,88%,U.K.,3.0,Colombia
Willie's Cacao,"Java, Indonesian Black",100%,U.K.,2.25,Indonesia
Willie's Cacao,Sambirano,71%,U.K.,3.0,Madagascar
Willie's Cacao,Hacienda Las Trincheras,72%,U.K.,3.5,Venezuela
Willie's Cacao,Java,69%,U.K.,3.75,Indonesia
Willie's Cacao,San Martin,70%,U.K.,3.0,Peru
Willie's Cacao,Rio Caribe,72%,U.K.,3.25,Venezuela
Wm,"Guasare, Zulia Prov., 2015, batch 124",74%,U.S.A.,3.0,Venezuela
Wm,"Wild Beniano, 2016, batch 128, Heirloom",76%,U.S.A.,3.5,Bolivia
Wm,"Ghana, 2013, batch 129",75%,U.S.A.,3.75,Ghana
Woodblock,"Maranon, Cajamarca",70%,U.S.A.,3.0,Peru
Woodblock,"Camino Verde P., Balao, Guayas",70%,U.S.A.,3.25,Ecuador
Woodblock,Gran Couva,70%,U.S.A.,3.5,Trinidad
Woodblock,Ecuador,70%,U.S.A.,2.5,Ecuador
Woodblock,Costa Rica,70%,U.S.A.,3.0,Costa Rica
Woodblock,Sambirano,70%,U.S.A.,3.25,Madagascar
Woodblock,Ocumare,70%,U.S.A.,4.0,Venezuela
Woodblock,La Red,70%,U.S.A.,3.5,Dominican Republic
Xocolat,Hispaniola,66%,Domincan Republic,3.0,Dominican Republic
Xocolla,"Sambirano, batch 170102",70%,U.S.A.,2.75,Madagascar
Xocolla,"Hispaniola, batch 170104",70%,U.S.A.,2.5,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",70%,U.S.A.,3.0,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",70%,U.S.A.,3.25,Domincan Republic
Zak's,"Madagascar, Batch 2",70%,U.S.A.,3.25,Madagascar
Zak's,"Peru, Batch 1",70%,U.S.A.,3.25,Peru
Zak's,"Belize, Batch 2",70%,U.S.A.,3.5,Belize
Zak's,"House Blend, Batch 2",60%,U.S.A.,3.0, 
Zart Pralinen,"Millot P., Ambanja",70%,Austria,3.5,Madagascar
Zart Pralinen,UNOCACE,70%,Austria,2.75,Ecuador
Zart Pralinen,San Juan Estate,85%,Austria,2.75,Trinidad
Zart Pralinen,"Kakao Kamili, Kilombero Valley",85%,Austria,3.0,Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",70%,Austria,3.5,Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",78%,Austria,3.5,Trinidad
Zokoko,Guadalcanal,78%,Australia,3.75,Solomon Islands
Zokoko,Goddess Blend,65%,Australia,3.25, 
Zokoko,Alto Beni,68%,Australia,3.5,Bolivia
Zokoko,Tokiala,66%,Australia,3.5,Papua New Guinea
Zokoko,"Tranquilidad, Baures",72%,Australia,3.75,Bolivia
Zotter,Raw,80%,Austria,2.75, 
Zotter,"Bocas del Toro, Cocabo Co-op",72%,Austria,3.5,Panama
Zotter,Amazonas Frucht,65%,Austria,3.5, 
Zotter,"Satipo Pangoa region, 16hr conche",70%,Austria,3.0,Peru
Zotter,"Satipo Pangoa region, 20hr conche",70%,Austria,3.5,Peru
Zotter,"Loma Los Pinos, Yacao region, D.R.",62%,Austria,3.75,Dominican Republic
Zotter,El Oro,75%,Austria,3.0,Ecuador
Zotter,Huiwani Coop,75%,Austria,3.0,Papua New Guinea
Zotter,El Ceibo Coop,90%,Austria,3.25,Bolivia
Zotter,Santo Domingo,70%,Austria,3.75,Dominican Republic
Zotter,"Kongo, Highlands",68%,Austria,3.25,Congo
Zotter,"Indianer, Raw",58%,Austria,3.5, 
Zotter,Peru,70%,Austria,3.75,Peru
Zotter,Congo,65%,Austria,3.0,Congo
Zotter,Kerala State,65%,Austria,3.5,India
Zotter,Kerala State,62%,Austria,3.25,India
Zotter,"Brazil, Mitzi Blue",65%,Austria,3.0,Brazil
